Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Shipping_Cost,Revenue,Total_Cost,Profit,Region,City,Year,Month_Number,Month_Name,Quarter
ORD-00289,2024-07-24,CUST-0127,PROD-107,1,120000,0.05,199,114000.0,72000,41801.0,South,Coimbatore,2024,7,July,Q3
ORD-01077,2024-07-24,CUST-0165,PROD-103,1,95000,0.08,249,87400.0,57000,30151.0,North,Delhi,2024,7,July,Q3
ORD-00791,2024-07-25,CUST-0029,PROD-210,2,39999,0.08,99,73598.16,47998,25501.16,South,Coimbatore,2024,7,July,Q3
ORD-01779,2024-07-25,CUST-0179,PROD-204,1,89999,0.05,199,85499.05,53999,31301.05,West,Nagpur,2024,7,July,Q3
ORD-01203,2024-07-26,CUST-0161,PROD-306,1,89999,0.12,149,79199.12,53999,25051.12,East,Kolkata,2024,7,July,Q3
ORD-01187,2024-07-26,CUST-0031,PROD-411,1,12995,0.0,199,12995.0,7797,4999.0,West,Surat,2024,7,July,Q3
ORD-01636,2024-07-26,CUST-0153,PROD-207,1,84999,0.05,199,80749.05,50999,29551.05,West,Indore,2024,7,July,Q3
ORD-01737,2024-07-26,CUST-0146,PROD-501,2,7999,0.05,199,15198.1,8798,6201.1,North,Lucknow,2024,7,July,Q3
ORD-00764,2024-07-26,CUST-0067,PROD-211,1,24999,0.12,499,21999.12,14999,6501.12,North,Jaipur,2024,7,July,Q3
ORD-01778,2024-07-26,CUST-0070,PROD-103,1,95000,0.15,149,80750.0,57000,23601.0,West,Nagpur,2024,7,July,Q3
ORD-00667,2024-07-27,CUST-0190,PROD-415,3,4495,0.0,149,13485.0,8091,5245.0,West,Nagpur,2024,7,July,Q3
ORD-01411,2024-07-27,CUST-0047,PROD-107,1,120000,0.08,499,110400.0,72000,37901.0,West,Pune,2024,7,July,Q3
ORD-01766,2024-07-28,CUST-0061,PROD-401,4,2499,0.0,249,9996.0,4996,4751.0,West,Mumbai,2024,7,July,Q3
ORD-01625,2024-07-29,CUST-0115,PROD-207,1,84999,0.15,0,72249.15,50999,21250.15,West,Ahmedabad,2024,7,July,Q3
ORD-00497,2024-07-29,CUST-0002,PROD-303,2,145000,0.12,299,255200.0,174000,80901.0,South,Bangalore,2024,7,July,Q3
ORD-00346,2024-07-30,CUST-0026,PROD-307,1,72000,0.1,249,64800.0,43200,21351.0,North,Jaipur,2024,7,July,Q3
ORD-01775,2024-07-30,CUST-0116,PROD-308,1,125000,0.05,149,118750.0,75000,43601.0,North,Lucknow,2024,7,July,Q3
ORD-01953,2024-07-31,CUST-0078,PROD-108,2,85000,0.0,99,170000.0,102000,67901.0,South,Kochi,2024,7,July,Q3
ORD-00227,2024-08-01,CUST-0110,PROD-204,2,89999,0.1,149,161998.2,107998,53851.2,West,Nagpur,2024,8,August,Q3
ORD-00917,2024-08-01,CUST-0022,PROD-209,1,29999,0.0,199,29999.0,17999,11801.0,North,Lucknow,2024,8,August,Q3
ORD-01040,2024-08-02,CUST-0135,PROD-501,2,7999,0.0,249,15998.0,8798,6951.0,South,Kochi,2024,8,August,Q3
ORD-00485,2024-08-02,CUST-0047,PROD-102,1,78000,0.0,149,78000.0,46800,31051.0,West,Pune,2024,8,August,Q3
ORD-01870,2024-08-02,CUST-0173,PROD-413,4,8995,0.12,299,31662.4,21588,9775.4,South,Chennai,2024,8,August,Q3
ORD-00754,2024-08-03,CUST-0030,PROD-112,1,44000,0.12,0,38720.0,26400,12320.0,West,Pune,2024,8,August,Q3
ORD-01926,2024-08-03,CUST-0038,PROD-202,2,74999,0.05,299,142498.1,89998,52201.1,West,Mumbai,2024,8,August,Q3
ORD-00110,2024-08-03,CUST-0041,PROD-404,3,3499,0.12,249,9237.36,5247,3741.36,North,Chandigarh,2024,8,August,Q3
ORD-00829,2024-08-03,CUST-0121,PROD-104,1,32000,0.1,149,28800.0,19200,9451.0,North,Chandigarh,2024,8,August,Q3
ORD-01884,2024-08-04,CUST-0146,PROD-302,1,165000,0.0,199,165000.0,99000,65801.0,North,Lucknow,2024,8,August,Q3
ORD-01904,2024-08-04,CUST-0174,PROD-103,1,95000,0.0,0,95000.0,57000,38000.0,East,Kolkata,2024,8,August,Q3
ORD-01815,2024-08-06,CUST-0130,PROD-108,1,85000,0.1,99,76500.0,51000,25401.0,East,Kolkata,2024,8,August,Q3
ORD-01712,2024-08-06,CUST-0155,PROD-408,1,3799,0.1,499,3419.1,1899,1021.1,South,Coimbatore,2024,8,August,Q3
ORD-01205,2024-08-06,CUST-0049,PROD-212,2,34999,0.05,149,66498.1,41998,24351.1,East,Kolkata,2024,8,August,Q3
ORD-01599,2024-08-07,CUST-0157,PROD-411,2,12995,0.1,299,23391.0,15594,7498.0,South,Chennai,2024,8,August,Q3
ORD-01350,2024-08-07,CUST-0093,PROD-307,1,72000,0.12,0,63360.0,43200,20160.0,West,Ahmedabad,2024,8,August,Q3
ORD-01611,2024-08-08,CUST-0060,PROD-411,1,12995,0.15,0,11045.75,7797,3248.75,North,Chandigarh,2024,8,August,Q3
ORD-01462,2024-08-08,CUST-0007,PROD-301,2,114900,0.08,299,211416.0,137880,73237.0,South,Coimbatore,2024,8,August,Q3
ORD-01301,2024-08-08,CUST-0058,PROD-410,3,2799,0.15,299,7137.45,4197,2641.45,East,Bhubaneswar,2024,8,August,Q3
ORD-01240,2024-08-09,CUST-0170,PROD-413,2,8995,0.15,149,15291.5,10794,4348.5,West,Indore,2024,8,August,Q3
ORD-00378,2024-08-10,CUST-0191,PROD-409,1,4999,0.0,99,4999.0,2499,2401.0,North,Jaipur,2024,8,August,Q3
ORD-01106,2024-08-10,CUST-0032,PROD-201,2,79999,0.0,499,159998.0,95998,63501.0,North,Jaipur,2024,8,August,Q3
ORD-00211,2024-08-10,CUST-0084,PROD-203,2,64999,0.0,99,129998.0,77998,51901.0,South,Bangalore,2024,8,August,Q3
ORD-01345,2024-08-10,CUST-0179,PROD-103,1,95000,0.08,99,87400.0,57000,30301.0,West,Nagpur,2024,8,August,Q3
ORD-00340,2024-08-11,CUST-0145,PROD-306,2,89999,0.0,299,179998.0,107998,71701.0,North,Lucknow,2024,8,August,Q3
ORD-01427,2024-08-11,CUST-0136,PROD-411,1,12995,0.05,99,12345.25,7797,4449.25,West,Surat,2024,8,August,Q3
ORD-00812,2024-08-11,CUST-0005,PROD-104,1,32000,0.08,99,29440.0,19200,10141.0,West,Ahmedabad,2024,8,August,Q3
ORD-01328,2024-08-11,CUST-0197,PROD-208,1,134999,0.05,499,128249.05,80999,46751.05,South,Hyderabad,2024,8,August,Q3
ORD-00196,2024-08-11,CUST-0158,PROD-303,1,145000,0.0,199,145000.0,87000,57801.0,North,Jaipur,2024,8,August,Q3
ORD-01738,2024-08-11,CUST-0042,PROD-102,1,78000,0.12,249,68640.0,46800,21591.0,North,Chandigarh,2024,8,August,Q3
ORD-01718,2024-08-12,CUST-0017,PROD-110,1,52000,0.05,149,49400.0,31200,18051.0,South,Hyderabad,2024,8,August,Q3
ORD-00467,2024-08-12,CUST-0107,PROD-104,1,32000,0.15,0,27200.0,19200,8000.0,West,Ahmedabad,2024,8,August,Q3
ORD-01162,2024-08-12,CUST-0184,PROD-203,1,64999,0.08,99,59799.08,38999,20701.08,South,Hyderabad,2024,8,August,Q3
ORD-00461,2024-08-12,CUST-0074,PROD-203,1,64999,0.12,149,57199.12,38999,18051.12,West,Ahmedabad,2024,8,August,Q3
ORD-00808,2024-08-13,CUST-0124,PROD-104,1,32000,0.05,499,30400.0,19200,10701.0,West,Mumbai,2024,8,August,Q3
ORD-01292,2024-08-13,CUST-0078,PROD-412,2,15995,0.0,149,31990.0,19194,12647.0,South,Kochi,2024,8,August,Q3
ORD-00335,2024-08-13,CUST-0112,PROD-306,1,89999,0.08,99,82799.08,53999,28701.08,South,Bangalore,2024,8,August,Q3
ORD-00235,2024-08-14,CUST-0001,PROD-409,3,4999,0.0,149,14997.0,7497,7351.0,West,Ahmedabad,2024,8,August,Q3
ORD-00686,2024-08-14,CUST-0043,PROD-507,1,42000,0.1,149,37800.0,23100,14551.0,South,Coimbatore,2024,8,August,Q3
ORD-00547,2024-08-14,CUST-0068,PROD-412,2,15995,0.05,149,30390.5,19194,11047.5,North,Jaipur,2024,8,August,Q3
ORD-00724,2024-08-14,CUST-0153,PROD-110,1,52000,0.12,149,45760.0,31200,14411.0,West,Indore,2024,8,August,Q3
ORD-00305,2024-08-15,CUST-0041,PROD-306,1,89999,0.05,199,85499.05,53999,31301.05,North,Chandigarh,2024,8,August,Q3
ORD-01977,2024-08-15,CUST-0066,PROD-510,1,52900,0.0,499,52900.0,29095,23306.0,East,Patna,2024,8,August,Q3
ORD-00747,2024-08-16,CUST-0132,PROD-402,2,2999,0.1,499,5398.2,2998,1901.2,North,Lucknow,2024,8,August,Q3
ORD-01711,2024-08-16,CUST-0161,PROD-307,1,72000,0.15,249,61200.0,43200,17751.0,East,Kolkata,2024,8,August,Q3
ORD-00203,2024-08-16,CUST-0176,PROD-106,1,48000,0.0,149,48000.0,28800,19051.0,West,Pune,2024,8,August,Q3
ORD-01459,2024-08-17,CUST-0029,PROD-308,1,125000,0.05,499,118750.0,75000,43251.0,South,Coimbatore,2024,8,August,Q3
ORD-01676,2024-08-17,CUST-0185,PROD-205,1,54999,0.12,249,48399.12,32999,15151.12,East,Kolkata,2024,8,August,Q3
ORD-01262,2024-08-18,CUST-0073,PROD-307,1,72000,0.08,249,66240.0,43200,22791.0,West,Surat,2024,8,August,Q3
ORD-00674,2024-08-18,CUST-0059,PROD-412,4,15995,0.1,499,57582.0,38388,18695.0,West,Ahmedabad,2024,8,August,Q3
ORD-01762,2024-08-18,CUST-0037,PROD-211,1,24999,0.12,499,21999.12,14999,6501.12,West,Pune,2024,8,August,Q3
ORD-01182,2024-08-19,CUST-0094,PROD-107,1,120000,0.15,0,102000.0,72000,30000.0,North,Jaipur,2024,8,August,Q3
ORD-01555,2024-08-20,CUST-0026,PROD-204,1,89999,0.05,199,85499.05,53999,31301.05,North,Jaipur,2024,8,August,Q3
ORD-01755,2024-08-20,CUST-0139,PROD-308,1,125000,0.05,199,118750.0,75000,43551.0,South,Bangalore,2024,8,August,Q3
ORD-00510,2024-08-20,CUST-0196,PROD-103,1,95000,0.12,499,83600.0,57000,26101.0,South,Kochi,2024,8,August,Q3
ORD-00815,2024-08-22,CUST-0179,PROD-308,1,125000,0.05,499,118750.0,75000,43251.0,West,Nagpur,2024,8,August,Q3
ORD-00373,2024-08-22,CUST-0021,PROD-105,1,22000,0.0,0,22000.0,13200,8800.0,South,Coimbatore,2024,8,August,Q3
ORD-00259,2024-08-23,CUST-0095,PROD-212,1,34999,0.15,149,29749.15,20999,8601.15,South,Kochi,2024,8,August,Q3
ORD-00750,2024-08-23,CUST-0107,PROD-108,1,85000,0.08,99,78200.0,51000,27101.0,West,Ahmedabad,2024,8,August,Q3
ORD-01239,2024-08-23,CUST-0040,PROD-304,1,135000,0.15,499,114750.0,81000,33251.0,West,Mumbai,2024,8,August,Q3
ORD-00974,2024-08-24,CUST-0103,PROD-210,3,39999,0.0,149,119997.0,71997,47851.0,West,Indore,2024,8,August,Q3
ORD-00996,2024-08-25,CUST-0083,PROD-415,1,4495,0.0,149,4495.0,2697,1649.0,West,Surat,2024,8,August,Q3
ORD-00425,2024-08-25,CUST-0048,PROD-106,1,48000,0.12,299,42240.0,28800,13141.0,West,Mumbai,2024,8,August,Q3
ORD-01090,2024-08-25,CUST-0196,PROD-302,2,165000,0.05,499,313500.0,198000,115001.0,South,Kochi,2024,8,August,Q3
ORD-00163,2024-08-26,CUST-0176,PROD-107,1,120000,0.12,149,105600.0,72000,33451.0,West,Pune,2024,8,August,Q3
ORD-01912,2024-08-26,CUST-0015,PROD-307,1,72000,0.0,149,72000.0,43200,28651.0,South,Coimbatore,2024,8,August,Q3
ORD-00899,2024-08-26,CUST-0091,PROD-204,1,89999,0.1,499,80999.1,53999,26501.1,West,Indore,2024,8,August,Q3
ORD-01362,2024-08-26,CUST-0015,PROD-504,3,5499,0.15,149,14022.45,9072,4801.45,South,Coimbatore,2024,8,August,Q3
ORD-00741,2024-08-27,CUST-0192,PROD-403,1,1999,0.05,249,1899.05,999,651.05,East,Kolkata,2024,8,August,Q3
ORD-01756,2024-08-27,CUST-0101,PROD-107,1,120000,0.15,299,102000.0,72000,29701.0,North,Lucknow,2024,8,August,Q3
ORD-01471,2024-08-28,CUST-0154,PROD-413,2,8995,0.1,249,16191.0,10794,5148.0,North,Chandigarh,2024,8,August,Q3
ORD-00631,2024-08-28,CUST-0185,PROD-406,1,4499,0.15,499,3824.15,2249,1076.15,East,Kolkata,2024,8,August,Q3
ORD-01551,2024-08-28,CUST-0179,PROD-211,1,24999,0.0,0,24999.0,14999,10000.0,West,Nagpur,2024,8,August,Q3
ORD-00604,2024-08-28,CUST-0019,PROD-207,1,84999,0.0,0,84999.0,50999,34000.0,North,Lucknow,2024,8,August,Q3
ORD-00814,2024-08-28,CUST-0060,PROD-510,1,52900,0.08,99,48668.0,29095,19474.0,North,Chandigarh,2024,8,August,Q3
ORD-01227,2024-08-28,CUST-0020,PROD-211,1,24999,0.1,199,22499.1,14999,7301.1,South,Hyderabad,2024,8,August,Q3
ORD-00182,2024-08-29,CUST-0109,PROD-406,1,4499,0.0,199,4499.0,2249,2051.0,South,Coimbatore,2024,8,August,Q3
ORD-00512,2024-08-29,CUST-0086,PROD-509,1,38000,0.0,199,38000.0,20900,16901.0,East,Kolkata,2024,8,August,Q3
ORD-01827,2024-08-30,CUST-0069,PROD-110,1,52000,0.05,249,49400.0,31200,17951.0,East,Patna,2024,8,August,Q3
ORD-01125,2024-08-30,CUST-0103,PROD-202,1,74999,0.08,199,68999.08,44999,23801.08,West,Indore,2024,8,August,Q3
ORD-00031,2024-08-31,CUST-0174,PROD-206,3,59999,0.08,499,165597.24,107997,57101.24,East,Kolkata,2024,8,August,Q3
ORD-01705,2024-08-31,CUST-0176,PROD-106,1,48000,0.0,199,48000.0,28800,19001.0,West,Pune,2024,8,August,Q3
ORD-00528,2024-08-31,CUST-0143,PROD-205,1,54999,0.15,149,46749.15,32999,13601.15,South,Hyderabad,2024,8,August,Q3
ORD-01425,2024-08-31,CUST-0027,PROD-413,2,8995,0.1,149,16191.0,10794,5248.0,North,Jaipur,2024,8,August,Q3
ORD-00397,2024-09-01,CUST-0108,PROD-410,1,2799,0.0,199,2799.0,1399,1201.0,West,Mumbai,2024,9,September,Q3
ORD-01808,2024-09-01,CUST-0172,PROD-208,1,134999,0.0,199,134999.0,80999,53801.0,North,Lucknow,2024,9,September,Q3
ORD-01992,2024-09-02,CUST-0049,PROD-401,4,2499,0.05,249,9496.2,4996,4251.2,East,Kolkata,2024,9,September,Q3
ORD-01888,2024-09-02,CUST-0065,PROD-208,2,134999,0.12,199,237598.24,161998,75401.24,West,Nagpur,2024,9,September,Q3
ORD-00629,2024-09-03,CUST-0052,PROD-504,1,5499,0.08,0,5059.08,3024,2035.08,West,Mumbai,2024,9,September,Q3
ORD-01530,2024-09-04,CUST-0147,PROD-101,1,55000,0.05,0,52250.0,33000,19250.0,South,Kochi,2024,9,September,Q3
ORD-01158,2024-09-04,CUST-0030,PROD-211,1,24999,0.05,249,23749.05,14999,8501.05,West,Pune,2024,9,September,Q3
ORD-00222,2024-09-05,CUST-0001,PROD-102,1,78000,0.1,299,70200.0,46800,23101.0,West,Ahmedabad,2024,9,September,Q3
ORD-00281,2024-09-05,CUST-0141,PROD-407,2,3299,0.05,299,6268.1,3298,2671.1,West,Mumbai,2024,9,September,Q3
ORD-00291,2024-09-05,CUST-0128,PROD-201,1,79999,0.08,499,73599.08,47999,25101.08,West,Surat,2024,9,September,Q3
ORD-00313,2024-09-06,CUST-0095,PROD-304,1,135000,0.05,149,128250.0,81000,47101.0,South,Kochi,2024,9,September,Q3
ORD-00805,2024-09-06,CUST-0075,PROD-105,1,22000,0.15,299,18700.0,13200,5201.0,North,Chandigarh,2024,9,September,Q3
ORD-00755,2024-09-06,CUST-0116,PROD-305,1,155000,0.05,99,147250.0,93000,54151.0,North,Lucknow,2024,9,September,Q3
ORD-01082,2024-09-07,CUST-0059,PROD-303,1,145000,0.08,249,133400.0,87000,46151.0,West,Ahmedabad,2024,9,September,Q3
ORD-01727,2024-09-07,CUST-0115,PROD-206,2,59999,0.05,499,113998.1,71998,41501.1,West,Ahmedabad,2024,9,September,Q3
ORD-01644,2024-09-08,CUST-0014,PROD-404,2,3499,0.12,249,6158.24,3498,2411.24,East,Patna,2024,9,September,Q3
ORD-00153,2024-09-09,CUST-0166,PROD-404,1,3499,0.08,99,3219.08,1749,1371.08,South,Coimbatore,2024,9,September,Q3
ORD-01595,2024-09-10,CUST-0180,PROD-210,1,39999,0.05,499,37999.05,23999,13501.05,South,Coimbatore,2024,9,September,Q3
ORD-01729,2024-09-10,CUST-0158,PROD-211,1,24999,0.08,499,22999.08,14999,7501.08,North,Jaipur,2024,9,September,Q3
ORD-00014,2024-09-10,CUST-0166,PROD-201,1,79999,0.15,249,67999.15,47999,19751.15,South,Coimbatore,2024,9,September,Q3
ORD-00351,2024-09-10,CUST-0199,PROD-206,2,59999,0.12,199,105598.24,71998,33401.24,North,Jaipur,2024,9,September,Q3
ORD-00302,2024-09-11,CUST-0014,PROD-201,1,79999,0.1,99,71999.1,47999,23901.1,East,Patna,2024,9,September,Q3
ORD-00582,2024-09-11,CUST-0052,PROD-302,1,165000,0.1,149,148500.0,99000,49351.0,West,Mumbai,2024,9,September,Q3
ORD-01835,2024-09-11,CUST-0088,PROD-210,2,39999,0.05,249,75998.1,47998,27751.1,North,Lucknow,2024,9,September,Q3
ORD-01893,2024-09-11,CUST-0063,PROD-211,1,24999,0.15,249,21249.15,14999,6001.15,North,Chandigarh,2024,9,September,Q3
ORD-00885,2024-09-11,CUST-0090,PROD-304,1,135000,0.15,99,114750.0,81000,33651.0,South,Chennai,2024,9,September,Q3
ORD-00625,2024-09-11,CUST-0065,PROD-301,1,114900,0.12,99,101112.0,68940,32073.0,West,Nagpur,2024,9,September,Q3
ORD-00871,2024-09-12,CUST-0067,PROD-303,1,145000,0.12,499,127600.0,87000,40101.0,North,Jaipur,2024,9,September,Q3
ORD-01785,2024-09-12,CUST-0185,PROD-305,1,155000,0.12,199,136400.0,93000,43201.0,East,Kolkata,2024,9,September,Q3
ORD-00350,2024-09-12,CUST-0008,PROD-206,1,59999,0.1,499,53999.1,35999,17501.1,East,Bhubaneswar,2024,9,September,Q3
ORD-00037,2024-09-13,CUST-0144,PROD-209,1,29999,0.15,499,25499.15,17999,7001.15,West,Surat,2024,9,September,Q3
ORD-01683,2024-09-13,CUST-0024,PROD-408,1,3799,0.15,99,3229.15,1899,1231.15,South,Hyderabad,2024,9,September,Q3
ORD-00852,2024-09-14,CUST-0031,PROD-108,2,85000,0.0,99,170000.0,102000,67901.0,West,Surat,2024,9,September,Q3
ORD-00715,2024-09-15,CUST-0149,PROD-301,1,114900,0.05,299,109155.0,68940,39916.0,West,Mumbai,2024,9,September,Q3
ORD-00059,2024-09-16,CUST-0023,PROD-111,1,38000,0.1,499,34200.0,22800,10901.0,East,Patna,2024,9,September,Q3
ORD-01026,2024-09-16,CUST-0083,PROD-409,1,4999,0.15,499,4249.15,2499,1251.15,West,Surat,2024,9,September,Q3
ORD-00931,2024-09-17,CUST-0013,PROD-208,1,134999,0.15,199,114749.15,80999,33551.15,South,Kochi,2024,9,September,Q3
ORD-00838,2024-09-17,CUST-0051,PROD-111,1,38000,0.0,199,38000.0,22800,15001.0,South,Coimbatore,2024,9,September,Q3
ORD-00644,2024-09-17,CUST-0011,PROD-205,1,54999,0.05,0,52249.05,32999,19250.05,South,Hyderabad,2024,9,September,Q3
ORD-00159,2024-09-19,CUST-0052,PROD-209,1,29999,0.05,99,28499.05,17999,10401.05,West,Mumbai,2024,9,September,Q3
ORD-00939,2024-09-19,CUST-0108,PROD-302,1,165000,0.0,249,165000.0,99000,65751.0,West,Mumbai,2024,9,September,Q3
ORD-00486,2024-09-19,CUST-0128,PROD-212,2,34999,0.0,0,69998.0,41998,28000.0,West,Surat,2024,9,September,Q3
ORD-00049,2024-09-19,CUST-0183,PROD-410,1,2799,0.05,249,2659.05,1399,1011.05,West,Ahmedabad,2024,9,September,Q3
ORD-01141,2024-09-20,CUST-0166,PROD-102,1,78000,0.0,249,78000.0,46800,30951.0,South,Coimbatore,2024,9,September,Q3
ORD-01850,2024-09-20,CUST-0060,PROD-111,1,38000,0.08,199,34960.0,22800,11961.0,North,Chandigarh,2024,9,September,Q3
ORD-00175,2024-09-20,CUST-0149,PROD-303,1,145000,0.0,299,145000.0,87000,57701.0,West,Mumbai,2024,9,September,Q3
ORD-00840,2024-09-20,CUST-0134,PROD-204,1,89999,0.12,0,79199.12,53999,25200.12,South,Kochi,2024,9,September,Q3
ORD-01417,2024-09-21,CUST-0151,PROD-302,1,165000,0.08,299,151800.0,99000,52501.0,West,Surat,2024,9,September,Q3
ORD-00566,2024-09-21,CUST-0082,PROD-302,1,165000,0.05,299,156750.0,99000,57451.0,West,Surat,2024,9,September,Q3
ORD-01556,2024-09-21,CUST-0058,PROD-306,2,89999,0.1,499,161998.2,107998,53501.2,East,Bhubaneswar,2024,9,September,Q3
ORD-00544,2024-09-21,CUST-0057,PROD-509,1,38000,0.0,149,38000.0,20900,16951.0,North,Delhi,2024,9,September,Q3
ORD-01171,2024-09-21,CUST-0152,PROD-112,2,44000,0.08,99,80960.0,52800,28061.0,West,Nagpur,2024,9,September,Q3
ORD-01635,2024-09-21,CUST-0077,PROD-413,1,8995,0.0,0,8995.0,5397,3598.0,West,Mumbai,2024,9,September,Q3
ORD-00968,2024-09-21,CUST-0077,PROD-204,1,89999,0.05,299,85499.05,53999,31201.05,West,Mumbai,2024,9,September,Q3
ORD-01587,2024-09-21,CUST-0108,PROD-210,1,39999,0.08,299,36799.08,23999,12501.08,West,Mumbai,2024,9,September,Q3
ORD-00561,2024-09-22,CUST-0089,PROD-201,2,79999,0.12,199,140798.24,95998,44601.24,West,Pune,2024,9,September,Q3
ORD-01176,2024-09-22,CUST-0055,PROD-510,1,52900,0.0,0,52900.0,29095,23805.0,West,Ahmedabad,2024,9,September,Q3
ORD-01670,2024-09-22,CUST-0079,PROD-415,4,4495,0.05,249,17081.0,10788,6044.0,South,Coimbatore,2024,9,September,Q3
ORD-01318,2024-09-22,CUST-0029,PROD-110,1,52000,0.0,99,52000.0,31200,20701.0,South,Coimbatore,2024,9,September,Q3
ORD-00827,2024-09-22,CUST-0090,PROD-207,1,84999,0.08,99,78199.08,50999,27101.08,South,Chennai,2024,9,September,Q3
ORD-00086,2024-09-23,CUST-0028,PROD-212,1,34999,0.05,249,33249.05,20999,12001.05,North,Chandigarh,2024,9,September,Q3
ORD-01277,2024-09-23,CUST-0101,PROD-306,1,89999,0.1,149,80999.1,53999,26851.1,North,Lucknow,2024,9,September,Q3
ORD-00856,2024-09-25,CUST-0107,PROD-109,1,42000,0.0,299,42000.0,25200,16501.0,West,Ahmedabad,2024,9,September,Q3
ORD-00729,2024-09-26,CUST-0149,PROD-202,1,74999,0.0,299,74999.0,44999,29701.0,West,Mumbai,2024,9,September,Q3
ORD-01601,2024-09-27,CUST-0107,PROD-107,1,120000,0.12,199,105600.0,72000,33401.0,West,Ahmedabad,2024,9,September,Q3
ORD-01480,2024-09-27,CUST-0108,PROD-415,2,4495,0.12,99,7911.2,5394,2418.2,West,Mumbai,2024,9,September,Q3
ORD-00938,2024-09-28,CUST-0002,PROD-507,1,42000,0.05,99,39900.0,23100,16701.0,South,Bangalore,2024,9,September,Q3
ORD-01520,2024-09-28,CUST-0053,PROD-406,1,4499,0.05,99,4274.05,2249,1926.05,South,Coimbatore,2024,9,September,Q3
ORD-01568,2024-09-29,CUST-0111,PROD-307,1,72000,0.12,149,63360.0,43200,20011.0,West,Pune,2024,9,September,Q3
ORD-00882,2024-09-29,CUST-0042,PROD-206,2,59999,0.0,249,119998.0,71998,47751.0,North,Chandigarh,2024,9,September,Q3
ORD-01460,2024-09-29,CUST-0179,PROD-411,1,12995,0.15,199,11045.75,7797,3049.75,West,Nagpur,2024,9,September,Q3
ORD-00180,2024-09-30,CUST-0178,PROD-204,3,89999,0.08,249,248397.24,161997,86151.24,East,Bhubaneswar,2024,9,September,Q3
ORD-00665,2024-09-30,CUST-0004,PROD-307,1,72000,0.05,149,68400.0,43200,25051.0,West,Surat,2024,9,September,Q3
ORD-00225,2024-10-01,CUST-0046,PROD-201,1,79999,0.0,99,79999.0,47999,31901.0,West,Ahmedabad,2024,10,October,Q4
ORD-00283,2024-10-01,CUST-0161,PROD-107,1,120000,0.2,199,96000.0,72000,23801.0,East,Kolkata,2024,10,October,Q4
ORD-01640,2024-10-02,CUST-0084,PROD-410,2,2799,0.25,299,4198.5,2798,1101.5,South,Bangalore,2024,10,October,Q4
ORD-00828,2024-10-02,CUST-0008,PROD-302,1,165000,0.2,199,132000.0,99000,32801.0,East,Bhubaneswar,2024,10,October,Q4
ORD-00874,2024-10-02,CUST-0173,PROD-108,1,85000,0.2,0,68000.0,51000,17000.0,South,Chennai,2024,10,October,Q4
ORD-01638,2024-10-02,CUST-0024,PROD-109,1,42000,0.15,0,35700.0,25200,10500.0,South,Hyderabad,2024,10,October,Q4
ORD-00878,2024-10-02,CUST-0118,PROD-101,1,55000,0.15,99,46750.0,33000,13651.0,North,Chandigarh,2024,10,October,Q4
ORD-00849,2024-10-04,CUST-0154,PROD-307,1,72000,0.1,249,64800.0,43200,21351.0,North,Chandigarh,2024,10,October,Q4
ORD-00413,2024-10-04,CUST-0082,PROD-206,2,59999,0.25,0,89998.5,71998,18000.5,West,Surat,2024,10,October,Q4
ORD-00068,2024-10-06,CUST-0028,PROD-201,1,79999,0.1,199,71999.1,47999,23801.1,North,Chandigarh,2024,10,October,Q4
ORD-01307,2024-10-06,CUST-0067,PROD-301,1,114900,0.15,499,97665.0,68940,28226.0,North,Jaipur,2024,10,October,Q4
ORD-01156,2024-10-06,CUST-0056,PROD-304,1,135000,0.08,149,124200.0,81000,43051.0,North,Jaipur,2024,10,October,Q4
ORD-01976,2024-10-06,CUST-0033,PROD-410,1,2799,0.15,199,2379.15,1399,781.15,West,Ahmedabad,2024,10,October,Q4
ORD-01803,2024-10-06,CUST-0093,PROD-207,1,84999,0.25,0,63749.25,50999,12750.25,West,Ahmedabad,2024,10,October,Q4
ORD-01671,2024-10-07,CUST-0056,PROD-411,1,12995,0.0,299,12995.0,7797,4899.0,North,Jaipur,2024,10,October,Q4
ORD-01428,2024-10-08,CUST-0188,PROD-303,1,145000,0.08,0,133400.0,87000,46400.0,South,Hyderabad,2024,10,October,Q4
ORD-00778,2024-10-09,CUST-0039,PROD-104,2,32000,0.12,199,56320.0,38400,17721.0,South,Bangalore,2024,10,October,Q4
ORD-00980,2024-10-09,CUST-0100,PROD-302,1,165000,0.08,499,151800.0,99000,52301.0,South,Coimbatore,2024,10,October,Q4
ORD-00799,2024-10-10,CUST-0119,PROD-207,1,84999,0.05,199,80749.05,50999,29551.05,West,Mumbai,2024,10,October,Q4
ORD-00349,2024-10-10,CUST-0111,PROD-403,4,1999,0.05,99,7596.2,3996,3501.2,West,Pune,2024,10,October,Q4
ORD-01748,2024-10-10,CUST-0015,PROD-508,2,28999,0.2,0,46398.4,31898,14500.4,South,Coimbatore,2024,10,October,Q4
ORD-00381,2024-10-10,CUST-0050,PROD-101,1,55000,0.05,249,52250.0,33000,19001.0,North,Delhi,2024,10,October,Q4
ORD-01619,2024-10-11,CUST-0082,PROD-212,1,34999,0.05,249,33249.05,20999,12001.05,West,Surat,2024,10,October,Q4
